Time;Label
0.2499;Cuff = Cuff2
121.3663;BraCal: begin auto
160.1048;ArmCuff: 111/66
199.9046;ArmCuff: 102/65
214.4454;BraCal: 106.5/65.5, Δ-2
217.0868;Physiocal: OFF
257.0015;User marker 1
325.4184;User marker 2
394.2779;User marker 3
470.9093;User marker 4
559.5226;User marker 5
