Time;Label
0.140;Cuff = Cuff2
120.523;BraCal: begin auto
154.076;ArmCuff: 112/77
187.971;ArmCuff: 115/71
203.912;BraCal: 113.5/74, Δ-3
229.629;Physiocal: OFF
262.171;User marker 1
334.259;User marker 2
401.709;User marker 3
474.640;User marker 4
546.040;User marker 5
