Time;Label
0.3749;Cuff = Cuff2
120.6151;BraCal: begin auto
152.3586;ArmCuff: 138/81
191.6116;ArmCuff: 123/84
205.2881;BraCal: 130.5/82.5, Δ-2
322.8937;Physiocal: OFF
329.4535;User marker 1
399.0163;User marker 2
466.0275;User marker 3
537.8344;User marker 4
629.4047;User marker 5
