Time;Label
0.2790;Cuff = Cuff2
120.5102;BraCal: begin auto
151.8292;ArmCuff: 113/72
190.6447;ArmCuff: 110/65
209.9082;BraCal: 111.5/68.5, Δ-5
211.0192;Physiocal: OFF
239.2499;User marker 1
309.3848;User marker 2
371.6052;User marker 3
