Time;Label
0.1563;Cuff = Cuff2
120.4745;BraCal: begin auto
163.9393;ArmCuff: 115/65
206.3632;ArmCuff: 112/67
223.5269;BraCal: 113.5/66, Δ-11
363.6592;Physiocal: OFF
370.5771;User marker 1
447.1341;User marker 2
513.4899;User marker 3
