Time;Label
0.2579;Cuff = Cuff2
120.4432;BraCal: begin auto
198.2674;ArmCuff: 180/83
256.2174;ArmCuff: 167/76
270.4985;BraCal: 173.5/79.5, Δ+23
295.6806;Physiocal: OFF
444.1686;User marker 2
509.3210;User marker 3
581.2817;User marker 4
654.4320;User marker 5
722.3857;User marker 6
