Time;Label
0.1405;Cuff = Cuff2
121.8628;BraCal: begin auto
151.1373;ArmCuff: 119/83
183.8299;ArmCuff: 125/68
197.7507;BraCal: 122/75.5, Δ-14
243.9900;Physiocal: OFF
501.9656;User marker 1
571.6175;User marker 2
637.7552;User marker 3
709.0932;User marker 4
784.3515;User marker 5
