Time;Label
0.1535;Cuff = Cuff2
125.2668;BraCal: begin auto
158.4659;ArmCuff: 120/76
193.2360;ArmCuff: 115/74
208.4836;Physiocal: OFF
208.7999;BraCal: 117.5/75, Δ+10
299.1827;User marker 1
362.3986;User marker 2
426.2708;User marker 3
