Time;Label
0.1404;Cuff = Cuff2
120.5229;BraCal: begin auto
154.0756;ArmCuff: 112/77
187.9708;ArmCuff: 115/71
203.9118;BraCal: 113.5/74, Δ-3
229.6294;Physiocal: OFF
262.1714;User marker 1
334.2587;User marker 2
401.7092;User marker 3
474.6401;User marker 4
546.0399;User marker 5
