Time;Label
0.484;Cuff = Cuff2
120.543;BraCal: begin auto
184.613;ArmCuff: 187/97
247.156;ArmCuff: 157/74
261.826;BraCal: 172/85.5, Δ+29
277.478;Physiocal: OFF
346.298;User marker 1
426.778;User marker 2
493.430;User marker 3
560.473;User marker 4
632.890;User marker 5
