Time;Label
0.375;Cuff = Cuff2
122.890;BraCal: begin auto
157.708;ArmCuff: 122/80
190.291;ArmCuff: 114/77
202.784;BraCal: 118/78.5, Δ-9
206.238;Physiocal: OFF
267.981;User marker 1
349.677;User marker 2
431.794;User marker 3
508.776;User marker 4
581.097;User marker 5
