Time;Label
0.4231;Cuff = Cuff2
120.7379;BraCal: begin auto
160.6042;ArmCuff: 100/67
200.2946;ArmCuff: 113/67
212.6512;BraCal: 106.5/67, Δ+3
220.3081;Physiocal: OFF
284.0143;User marker 1
352.5434;User marker 2
420.0081;User marker 3
