Time;Label
0.141;Cuff = Cuff2
120.476;BraCal: begin auto
174.422;ArmCuff: 107/60
227.124;ArmCuff: 104/60
250.730;BraCal: 105.5/60, Δ-20
295.973;Physiocal: OFF
328.860;User marker 1
403.078;User marker 2
482.757;User marker 3
