Time;Label
0.3749;Cuff = Cuff2
122.8898;BraCal: begin auto
157.7075;ArmCuff: 122/80
190.2908;ArmCuff: 114/77
202.7840;BraCal: 118/78.5, Δ-9
206.2376;Physiocal: OFF
267.9814;User marker 1
349.6766;User marker 2
431.7936;User marker 3
508.7760;User marker 4
581.0968;User marker 5
