Time;Label
0.312;Cuff = Cuff2
120.674;BraCal: begin auto
156.011;ArmCuff: 126/77
195.154;ArmCuff: 120/77
214.602;Physiocal: OFF
214.918;BraCal: 123/77, Δ+14
350.090;User marker 1
411.807;User marker 2
479.663;User marker 3
