Time;Label
0.1717;Cuff = Cuff2
120.2615;BraCal: begin auto
152.2680;ArmCuff: 123/74
183.7578;ArmCuff: 122/82
205.1341;BraCal: 122.5/78, Δ-15
261.5722;Physiocal: OFF
303.0730;User marker 1
374.8812;User marker 2
443.6887;User marker 3
527.3145;User marker 4
624.1804;User marker 5
