Time;Label
0.1405;Cuff = Cuff2
120.1621;BraCal: begin auto
155.8437;ArmCuff: 105/68
188.9736;ArmCuff: 113/70
205.1291;BraCal: 109/69, Δ-7
213.2709;Physiocal: OFF
245.3012;User marker 1
328.2139;User marker 2
399.5201;User marker 3
469.8274;User marker 4
539.1344;User marker 5
