Time;Label
0.141;Cuff = Cuff2
120.298;BraCal: begin auto
152.480;ArmCuff: 134/77
186.375;ArmCuff: 131/75
202.089;BraCal: 132.5/76, Δ+25
281.379;Physiocal: OFF
283.565;User marker 1
356.595;User marker 2
424.389;User marker 3
519.073;User marker 4
619.138;User marker 5
