Time;Label
0.156;Cuff = Cuff2
127.551;BraCal: begin auto
160.890;ArmCuff: 121/78
198.394;ArmCuff: 122/73
214.783;BraCal: 121.5/75.5, Δ-20
286.809;Physiocal: OFF
330.305;User marker 1
400.315;User marker 2
466.999;User marker 3
554.287;User marker 4
702.382;User marker 5
