Time;Label
0.2186;Cuff = Cuff2
120.5572;BraCal: begin auto
152.9497;ArmCuff: 118/72
183.3460;ArmCuff: 121/76
202.0038;BraCal: 119.5/74, Δ-15
208.8669;Physiocal: OFF
250.4033;User marker 1
322.2267;User marker 2
388.1291;User marker 3
459.4670;User marker 4
538.3814;User marker 5
