Time;Label
0.250;Cuff = Cuff2
121.366;BraCal: begin auto
160.105;ArmCuff: 111/66
199.905;ArmCuff: 102/65
214.445;BraCal: 106.5/65.5, Δ-2
217.087;Physiocal: OFF
257.002;User marker 1
325.418;User marker 2
394.278;User marker 3
470.909;User marker 4
559.523;User marker 5
