Time;Label
0.379;Cuff = Cuff2
120.723;BraCal: begin auto
168.858;ArmCuff: 103/54
213.687;ArmCuff: 100/58
225.409;BraCal: 101.5/56, Δ-14
700.688;Cuff = Cuff2
853.704;Physiocal: OFF
893.807;User marker 1
962.740;User marker 2
1018.709;User marker 3
1089.693;User marker 4
1156.923;User marker 5
1226.793;User marker 6
