Time;Label
0.3603;Cuff = Cuff2
120.7317;BraCal: begin auto
160.9594;ArmCuff: 116/73
193.9801;ArmCuff: 116/80
207.1917;Physiocal: OFF
207.5215;BraCal: 116/76.5, Δ-22
249.8394;User marker 1
317.7277;User marker 2
384.1780;User marker 3
461.5451;User marker 4
545.2070;User marker 5
