Time;Label
0.172;Cuff = Cuff2
120.262;BraCal: begin auto
152.268;ArmCuff: 123/74
183.758;ArmCuff: 122/82
205.134;BraCal: 122.5/78, Δ-15
261.572;Physiocal: OFF
303.073;User marker 1
374.881;User marker 2
443.689;User marker 3
527.315;User marker 4
624.180;User marker 5
