Time;Label
0.172;Cuff = Cuff2
131.544;BraCal: begin auto
180.909;ArmCuff: 109/63
229.675;ArmCuff: 109/63
243.901;BraCal: 109/63, Δ-1
346.668;Physiocal: OFF
387.776;User marker 1
473.097;User marker 2
553.045;User marker 3
629.619;User marker 4
721.046;User marker 5
