Time;Label
0.3278;Cuff = Cuff2
122.6362;BraCal: begin auto
185.5439;ArmCuff: 182/86
241.7445;ArmCuff: 166/85
275.0074;BraCal: 174/85.5, Δ+19
276.4935;Physiocal: OFF
376.0816;User marker 1
445.0179;User marker 2
511.1704;User marker 3
579.5309;User marker 4
651.1045;User marker 5
