Time;Label
0.1562;Cuff = Cuff2
120.2364;BraCal: begin auto
170.4965;ArmCuff: 103/60
223.0889;ArmCuff: 103/61
236.5333;BraCal: 103/60.5, Δ-19
277.7267;Physiocal: OFF
313.3625;User marker 1
393.2214;User marker 2
463.9694;User marker 3
540.1851;User marker 4
617.3286;User marker 5
