Time;Label
0.3927;Cuff = Cuff2
127.7029;BraCal: begin auto
168.5678;ArmCuff: 115/65
220.1762;ArmCuff: 112/57
230.8751;BraCal: 113.5/61, Δ+12
272.1761;Physiocal: OFF
304.0673;User marker 1
371.7186;User marker 2
439.4337;User marker 3
509.2105;User marker 4
577.3158;User marker 5
