NOVAScope : 20210222_V1.12.R6333
Serial number : FNO21092021
Hardware config : ArmCuff, AnalogIO, Basic

Measurement;Reference;Age(yrs);Height(cm);Weight(kg);Gender;FlowCorrection(%);Procedure;Application;MeasurementStart;Patient;Physician
"2024-09-23_18.20.43";;22;157;54;Female;100;;NovaScope;2024-09-23_18:22:24.849;subject1;

Time(sec);Hgt(mmHg);Marker;Region;
0.1728;-1.9064;;;
0.1784;-1.9064;;;
0.1828;-1.9064;;;
0.1878;-1.9064;;;
0.1928;-1.9064;;;
0.1978;-1.9064;;;
0.2028;-1.9064;;;
0.2078;-1.9064;;;
0.2128;-1.9064;;;
0.2178;-1.9064;;;
0.2228;-1.9064;;;
0.2278;-1.9064;;;
0.2328;-1.9064;;;
0.2378;-1.9064;;;
0.2428;-1.9064;;;
0.2478;-1.9064;;;
0.2528;-1.9064;;;
0.2578;-1.9064;;;
0.2628;-1.9064;;;
0.2678;-1.9064;;;
0.2728;-1.9064;;;
0.2778;-1.9064;;;
0.2834;-1.9064;;;
0.2878;-1.9064;;;
0.2928;-1.9064;;;
0.2978;-1.9064;;;
0.3028;-1.9064;;;
0.3078;-1.9064;;;
0.3128;-1.9064;;;
0.3178;-1.9064;;;
0.3228;-1.9064;;;
0.3278;-1.9064;;;
0.3328;-1.9064;;;
0.3378;-1.9064;;;
0.3428;-1.9064;;;
0.3478;-1.9064;;;
0.3528;-1.9064;;;
0.3578;-1.9064;;;
0.3628;-1.9064;;;
0.3678;-1.9064;;;
0.3728;-1.9064;;;
0.3778;-1.9064;;;
0.3828;-1.9064;;;
0.3878;-1.9064;;;
0.3928;-1.9064;"Cuff = Cuff2";;
0.3985;-1.9064;;;
0.4028;-1.9064;;;
0.4078;-1.9064;;;
0.4128;-1.9064;;;
0.4178;-1.9064;;;
0.4228;-1.9064;;;
0.4278;-1.9064;;;
0.4328;-1.9064;;;
0.4378;-1.9064;;;
0.4428;-1.9064;;;
0.4478;-1.9064;;;
0.4528;-1.9064;;;
0.4578;-1.9064;;;
0.4628;-1.9064;;;
0.4678;-1.9064;;;
0.4729;-1.9064;;;
0.4779;-1.9064;;;
0.4829;-1.9064;;;
0.4879;-1.9064;;;
0.4929;-1.9064;;;
0.4979;-1.9064;;;
0.5029;-1.9064;;;
0.5079;-1.9064;;;
0.5129;-1.9064;;;
0.5179;-1.9064;;;
0.5229;-1.9064;;;
