Time;Label
0.1405;Cuff = Cuff2
120.4758;BraCal: begin auto
174.4224;ArmCuff: 107/60
227.1240;ArmCuff: 104/60
250.7296;BraCal: 105.5/60, Δ-20
295.9729;Physiocal: OFF
328.8596;User marker 1
403.0778;User marker 2
482.7567;User marker 3
