Time;Label
0.156;Cuff = Cuff2
127.208;BraCal: begin auto
161.396;ArmCuff: 133/70
198.134;ArmCuff: 134/69
210.794;BraCal: 133.5/69.5, Δ-1
235.415;Physiocal: OFF
253.025;User marker 1
320.864;User marker 2
393.780;User marker 3
516.948;User marker 4
634.709;User marker 5
