Time;Label
0.3281;Cuff = Cuff2
124.6376;BraCal: begin auto
171.3217;ArmCuff: 105/61
216.2604;ArmCuff: 104/63
230.0305;BraCal: 104.5/62, Δ+4
231.9862;Physiocal: OFF
243.5515;User marker 1
312.9070;User marker 2
383.6992;User marker 3
