Time;Label
0.1561;Cuff = Cuff2
124.0464;BraCal: begin auto
160.6471;ArmCuff: 101/60
200.0095;ArmCuff: 104/64
212.0525;Physiocal: OFF
212.4291;BraCal: 102.5/62, Δ-13
278.3645;User marker 1
341.6921;User marker 2
405.6886;User marker 3
